[00:00:00] 只是开了一扇窗户
[00:22:13] 而不是简单的就说我识别一个图片
[00:22:15] 或者是理解个语
[00:22:16] 去翻译一个语音这样的一个事情
[00:22:18] 其实这个东西它没有脑子
[00:22:20] 就原来的那个技术它其实不是个脑子
[00:22:22] 它只是一些技能嗯
[00:22:24] 单个的技能
[00:22:26] 现在人工智能具备认知了吗
[00:22:27] 我看前几个月吧
[00:22:28] 唐杰老师还发了个微博说
[00:22:30] 大家觉得人工智能有认知吗
[00:22:31] 可以跟我交流
[00:22:32] 所以现在现在解决这个问题了吗
[00:22:35] 我觉得正在解决的途径当中还没有解决完
[00:22:38] 因为认知的本质是什么
[00:22:40] 这件事情还没有得到最终答案
[00:22:43] 这个事是一直是呃计算机科学家嗯
[00:22:48] 还有这个脑科学
[00:22:49] 还有这认知科学
[00:22:50] 有专门的认知科学
[00:22:52] 认知心理学
[00:22:53] 这些科学家们一起在研究的一个问题
[00:22:56] 这是人的认知能力到底是因为什么
[00:22:58] 我不知道
[00:22:59] 他现在还没有彻底把这个奥秘解开
[00:23:02] 所以现在的包括带大模型之内在内的这些技术
[00:23:07] 是不是真的模拟了人的这个认知
[00:23:10] 或者说掌握了人人类认知的这个本质
[00:23:13] 我觉得肯定不是还没有到那个地步
[00:23:16] 因为你自己都没搞清楚这个本质是啥对吧
[00:23:19] 所以你很难说这个事情
[00:23:21] 你已经解决掉
[00:23:22] 但是站在那个时间窗口上
[00:23:24] 你们当时看到的下一代人工智能
[00:23:26] 就是这个认知智能
[00:23:27] 所以想要做这个事情
[00:23:28] 认知智能和那个情报系统它们是什么关系啊
[00:23:30] 我们是把这个认知智能的能力
[00:23:32] 应用在某一个领域里面去去做这个研究
[00:23:36] 以及体现他的能力
[00:23:37] 因为为什么做情报这个事情呢
[00:23:40] 其实我不知道你了不了解那个情报学
[00:23:43] 原来情报学的定义其实在学科定义里边
[00:23:45] 情报学的定义是在图书馆下面
[00:23:48] 就是原来就很多的这种图书馆
[00:23:50] 它保存了大量的科技文献
[00:23:52] 然后所谓的情报学就是通过大量的这些文献
[00:23:56] 数据的这种分析和研究
[00:23:58] 得出新的知识或者新的信息
[00:24:01] 这个叫我理解啊
[00:24:03] 我理解他就是情报学要做的事情
[00:24:06] 那你想想
[00:24:07] 为什么这些顶级的这个研究人员
[00:24:11] 才能做这个事情
[00:24:13] 因为他需要语文现出新的知识
[00:24:15] 对他要理解原有的那些文献表达的那些知识
[00:24:18] 首先这是第一理解的能力
[00:24:20] 第二你要把能把这些理解的这些能力
[00:24:22] 这些知识综合起来重新演绎
[00:24:25] 重新按照你的目标
[00:24:26] 你的想要解决的问题重新演绎去推理
[00:24:30] 并且第三得到一个新的东西
[00:24:32] 得到新的知识
[00:24:33] 这个事情很伟大
[00:24:34] 人类的知识就是这样出来的
[00:24:36] 不断的增长
[00:24:37] 不断的增长
[00:24:37] 不断的增长
[00:24:38] 因为有旧的东西
[00:24:39] 然后融合
[00:24:39] 然后推演
[00:24:40] 然后得到新的东西
[00:24:41] 其实本质上它它就是这么来的对
[00:24:44] 所以情报学研究的这个东西
[00:24:46] 它特别像我们刚才说的那个认知的能力
[00:24:49] 就不是像它本质就是认知能力的一种应用
[00:24:52] 非常密集的一种应用啊
[00:24:54] 非常典型的一种应用
[00:24:55] 所以我们一开始就做这件事
[00:24:57] 他是因为难度很高啊
[00:24:58] 大公司为什么买单
[00:24:59] 比如说google
[00:25:00] 你知道他们找我们做什么事吗
[00:25:02] 不知道
[00:25:02] 那非常有意思
[00:25:04] 就大公司找我们买单的
[00:25:05] 就是找我们做这件事
[00:25:06] 他问的问题也非常简单
[00:25:08] 就你就告诉我未来三到5年嗯
[00:25:11] 在某一个领域里边
[00:25:12] 哪些技术会成为热点
[00:25:15] 成为重要的技术哦
[00:25:18] 啊它其实是个预测对技术预测对
[00:25:21] 所以你看预测这种事情
[00:25:23] 他一定是要基于认知的
[00:25:24] 现在市场上大家也在做市场预测
[00:25:27] 是一个事
[00:25:27] 是是一个事
[00:25:29] 但是这个事情呢你再往下下钻
[00:25:31] 细分呢
[00:25:31] 其实还有很多种的这种问题
[00:25:34] 你像科技情报
[00:25:35] 因为科技科技类的信息它相对来说比较规范
[00:25:38] 比较好做论文
[00:25:39] 科技报告
[00:25:40] 专利这些东西它都是有规范性格式的啊
[00:25:43] 也描述相对来说也比较严谨
[00:25:45] 有语料对的
[00:25:46] 你有数据啊
[00:25:47] 嗯啊算法是我们擅长的
[00:25:49] 那我们加上这些数据比较规范的数据
[00:25:52] 我们来做这个事情
[00:25:53] 最后的结论就是说告诉你一些预测的结果
[00:25:55] 我建立起一个模型
[00:25:57] 哦对吧
[00:25:58] 我们交付的就是这么个东西
[00:25:59] 那时候给google预测了点啥
[00:26:01] 有预测到代言模型的包
[00:26:03] 不太记得细节了
[00:26:05] 他们是怎么找到你们的
[00:26:06] 就是全球来看
[00:26:07] 做这个情报系统的人是不是也不多
[00:26:09] 那个时候呃
[00:26:10] 其实国外还是有的
[00:26:13] 国内也有一些作者
[00:26:14] 他们为什么不用国外的团队啊
[00:26:16] 所以我们当时说的我们那个平台叫a minor
[00:26:18] 那个平台其实本身在国际上影响力还不错
[00:26:21] 而且我们专门做这一块
[00:26:23] 其他的可能就是咨询机构在做
[00:26:25] 包括国内的其他一些厂商做的这个事情
[00:26:28] 单位也是从图书馆出来的
[00:26:30] 比如说原来的中科院的这个情报所
[00:26:32] 他们是图书馆出来啊
[00:26:34] 你们是计算机系出来的
[00:26:35] 对我们是注重算法啊
[00:26:37] 那时候不是通过人做传统的做法
[00:26:39] 是通过专家大量的调研问卷
[00:26:42] 然后研究文献
[00:26:43] 阅读文献写报告嗯
[00:26:45] 统计人工去做这个事情
[00:26:47] 靠专专业的这个专家的这个经验
[00:26:49] 去解决这个问题
[00:26:50] 那个时候我们是用机器机器学习的算法
[00:26:54] 用模型来解决这个问题
[00:26:55] 嗯效率也不一样
[00:26:57] 处理数据的速度也不一样
[00:27:00] 可能准确率也也也可能不一样啊
[00:27:02] 高低啊
[00:27:03] 反正就是这个算力需要的大吗
[00:27:05] 哦那个时候机器学习算法不像现在还好
[00:27:08] 也需要嗯
[00:27:10] 其实是找到了一个场景
[00:27:11] 所以你们当时一出来创业
[00:27:13] 就是有一个确定性的场景的
[00:27:14] 是当时出来的时候其实是在做这个事情
[00:27:17] 但本质上我们是在做背后的这个核心的
[00:27:19] 这个技术
[00:27:20] 就怎么样用数据
[00:27:22] 机器学习的算法去构建这个模型
[00:27:24] 它本身跟大模型
[00:27:25] 现在解决这个问题是非常类似的
[00:27:28] 只不过是用了一些上一代的这种
[00:27:30] 像机器学习的这种办法
[00:27:31] 那时候赚钱吗
[00:27:32] 那时候也挣钱
[00:27:33] 但肯定也还是亏着的
[00:27:35] 也是亏着的也亏
[00:27:37] 但是那时候开始融资了对吧对对
[00:27:39] 我们出来呃
[00:27:40] 学校办完那个那个科技成果转化之后呃
[00:27:45] 第一笔天使投资很快就拿到
[00:27:48] 那时候好拿吗
[00:27:49] 还好怎么跟他们讲这个事儿
[00:27:51] 因为这个事情就是我们刚才讲的
[00:27:54] 其实就刚才说的那个逻辑
[00:27:55] 首先第一我们是核心
[00:27:56] 我们是要做认知智能
[00:27:58] 做下一代人工智能技术
[00:28:00] 然后呢
[00:28:00] 其次呢在这个基础上
[00:28:02] 我们找到一个场景
[00:28:02] 有这样一个产品和平台
[00:28:04] 它也有非常不错的用户基础和市场基础
[00:28:07] 我们已经在学校里面已经服务了这么多客户
[00:28:10] 所以这个事情大家一看诶
[00:28:12] 这已经有了
[00:28:13] 都不需要等你去做产品了
[00:28:15] 是个相对确定性的事情
[00:28:16] 那19年到拆GPT真正出来
[00:28:19] 你们中间一直在做这一一件事情哦
[00:28:21] 倒没有
[00:28:22] 其实这个中间还是变化很大的
[00:28:24] 就是19年我们成立公司
[00:28:27] 其实那个时候我们就在做相关一些呃
[00:28:29] 机器学习算法的研究
[00:28:30] 其实之前大模型的上一代
[00:28:32] 就是那个我们现在叫小模型
[00:28:34] 或者叫呃早期的预训练模型
[00:28:37] 比如像BT啊什么之类的东西
[00:28:39] 我们其实也一直在用
[00:28:40] 一直在研究
[00:28:41] 我们自己也做一些算法的研究
[00:28:43] 这个是你用差的东西自己训练一些模型
[00:28:45] 所以那个时候就关注到GBT
[00:28:47] GBT是和GT1是18年
[00:28:50] 19年发的是GBT2
[00:28:52] 其实gt2已经在学术界有些影响了
[00:28:55] 大家争论其实比较多
[00:28:56] 讨论比较多
[00:28:57] 我们也一直在关注这个技术到底行还是不行
[00:29:00] 其实是GBT320年发布是个分水岭啊
[00:29:05] 是很大的分水岭
[00:29:06] 正好是公司一周年
[00:29:08] 也是6月对它发布
[00:29:09] 应该是5月底吧
[00:29:11] 还是6月初
[00:29:11] 我忘了
[00:29:12] 大概那个时间就是公司大概一周年的时间
[00:29:14] 正好嗯说那个我们请张院士
[00:29:17] 因为我们的这个战略的这个顾问嘛
[00:29:20] 就请他来公司一起座谈聊一聊
[00:29:23] 那时候大家还比较轻松啊
[00:29:24] 就没有现在这么卷哈
[00:29:27] 那时多少人啊
[00:29:28] 那个时候大概几十个人吧
[00:29:30] 五六十人看样子肯定不到100人嗯
[00:29:33] 人不多
[00:29:34] 然后请张士来
[00:29:35] 我们内部就在讨论说哎呀这个请张院士来
[00:29:37] 你不能跟他闲哈拉呀
[00:29:39] 这个还是得问他一些有意思的问题
[00:29:42] 他能帮我们解答的一些问题
[00:29:44] 我当时就说
[00:29:45] 我说
[00:29:45] 因为我也我也在关注这个市面上很多的这个
[00:29:47] 一些最新的研究进展嘛
[00:29:49] 我说哎我说前段时间有一段有个东西很火
[00:29:52] 叫GP3出现了之后很有意思呃
[00:29:56] 我就想问一下这个张元石怎么看GVT3
[00:30:00] 但当时我记得特别清楚
[00:30:01] 这个这个是我说的
[00:30:03] 后来来了以后
[00:30:04] 这个张院士来了以后
[00:30:05] 还真问了讨论了这个问题
[00:30:06] 张院士其实给出的评价还是非常高的
[00:30:08] 就对GP3的评价非常高
[00:30:10] 他说是这个机器学习
[00:30:12] 这个一个比较里程碑式的一个进步
[00:30:17] 就有一种新的方式
[00:30:19] 但是他当时还是除了肯定这个事情以外
[00:30:22] 他还是也还是担心一个问题
[00:30:24] 就是刚才说的那个问题
[00:30:25] 他其实还是不知道自己不知道对
[00:30:27] 甚至甚至连他知道自己不知道都不行对吧
[00:30:30] 因为那个时候你看呃GP3
[00:30:33] 那个时候大家都很开玩笑
[00:30:34] 说说是个就怎么说呢
[00:30:36] 就是你他会一本正经的胡说八道嘛
[00:30:39] 这就是那个时候开始的说这个话
[00:30:41] 就你问他什么任何问题
[00:30:43] 他都会给你编一段答案出来
[00:30:45] 他其实不知道
[00:30:46] 但是他会编一个答案给你对吧
[00:30:49] 所以他实际上就是不知道自己不知道嗯对吧
[00:30:53] 所以他给了很高的一个评价
[00:30:55] 说这个是个很好的一个进步
[00:30:56] 但是他仍然没有解决那个最本质的问题
[00:30:59] 其实是这已经是个很高的评价了
[00:31:01] 嗯然后我们那个时候就开始关注这个事
[00:31:04] 做这个事情开始用他的这个技术方案了吗
[00:31:07] 对我们就研究说这个预训练这个事情
[00:31:10] 就是GPT这个事情啊
[00:31:12] 自回归的预训练这个事情
[00:31:13] 它和我们之前用的像BERT这类似的
[00:31:16] 这样到底有什么区别
[00:31:18] 它能不能干掉这个原来的这种方式
[00:31:21] 我们就也开始研究这个算法相关的这些事情
[00:31:23] 做了很多的东西
[00:31:24] 所以我当时记得记得是20年年
[00:31:28] 中间GBT3发布
[00:31:30] 然后我们自己的GM这算法是在21年
[00:31:33] 大概我们把它相对比较成熟的成型做了一年
[00:31:38] 你研究嘛对做了一年差不多一年吧
[00:31:41] 哦所以那时候还是follow了对吧
[00:31:42] 就是很开
[00:31:43] 很快做了决定呃
[00:31:44] 对还是跟进了我研究嘛
[00:31:46] 这个大家很很很喜欢这些新的东西
[00:31:49] 我们去研究这些新的东西
[00:31:50] 但是确实不一样的地方就在于那个时候就说嗯
[00:31:54] 业内其实并没有像现在这么高度统一的认为
[00:31:58] 那个GBT那个路线就是OK的嗯啊
[00:32:02] 所以那个时候大家还是在想说哎
[00:32:03] 那有没有什么办法去走出自己
[00:32:06] 新的创新的一些东西
[00:32:08] 所以GM是那个时候定下来的
[00:32:10] 所以GM是在BERT和GBT之间
[00:32:13] 我们当时想综合这两种算法的这种优势哦
[00:32:17] 是有一个综合性的对哦
[00:32:18] 所以他出来这这个算法本身
[00:32:20] 它还是非常典型的一种
[00:32:22] 带自己典型特征的这样一个算法
[00:32:24] 所以那个时候是开始在做这个事情
[00:32:26] GBT和birth他的差异是什么
[00:32:29] bird它是一个双向注意力
[00:32:31] 它同样是基于transformer做注意力计算
[00:32:33] 比如你给给一个句子
[00:32:35] 一个文本它可以从前算到后
[00:32:37] 同时他也从后算到前
[00:32:39] GBT大家知道这是单向的嘛
[00:32:41] 我只看前面预测
[00:32:42] 下一个预测
[00:32:43] 下一个预测
[00:32:43] 下一个预测
[00:32:44] 下一个它是单向
[00:32:45] 这样主线线性的生成的
[00:32:46] bird是把中间扣掉
[00:32:48] 就我我让他预测中间
[00:32:50] 那预测中间呢我记既要看前面
[00:32:52] 也要看后面
[00:32:54] 所以它是双向的嗯
[00:32:56] 所以当当时这个大家很形象地描述说
[00:33:00] bird就是个填空机器人
[00:33:02] GBT呢就是一个碰瓷器
[00:33:04] 就一个往外蹦
[00:33:05] 一个往下蹦
[00:33:06] 预测下一个它其实都是预测
[00:33:09] 只不过是双向往中间预测和单向往后预测
[00:33:12] 那你们gm是怎么综合他们两个的的话
[00:33:14] 综合的方式其实还挺巧妙的
[00:33:17] 我们把这个问题做了一个统一
[00:33:19] 就是你看它原来不是往中间预测
[00:33:22] bot往两项往中间预测嘛
[00:33:23] GBT是从前往后这样预测嘛
[00:33:25] 然后我们把这个两项往中间预测这件事情
[00:33:29] 把这个词的顺序调一下哦
[00:33:31] 它实际上也变成了单向往后预测哦
[00:33:34] 啊一样的
[00:33:35] 所以把这两个模型就这样统一起来了
