[00:00:01] 想象一个鱼缸嘛
[01:35:20] 我感觉
[01:35:21] 然后可能更重要的是说
[01:35:22] 你怎么在这个过程中去啊
[01:35:24] 我觉得一是说投入一些可能一定不变的
[01:35:26] 就比如说你的人才和技术的积累
[01:35:28] 然后另一些就是说在这个过程中
[01:35:30] 去去适应和调整
[01:35:32] 就是你能够针对不管是说咳就是这个反馈信号
[01:35:38] 或者你你这个环境的状态变化
[01:35:40] 然后去做一些决策调整
[01:35:41] 我觉得这两个东西是很重要的
[01:35:43] 到底做AI时代产品
[01:35:44] 是不是跟互联网产品完全不一样
[01:35:46] 因为互联网产品就会通过投流去扩大DAU
[01:35:49] 扩大市场规模
[01:35:50] 但是AI产品它很不一样
[01:35:51] 就是他模型能力提高了
[01:35:53] 然后提高了那个伴儿以后
[01:35:54] 他他他自然就可以获客
[01:35:56] 然后而但是霍尔克也不知道用来干嘛
[01:35:59] 就是就是所以我不知道这个这个怎么平衡呢
[01:36:02] 对他有时候也不一定
[01:36:04] 那么自然就我觉得取决于两个变量哪个大
[01:36:06] 但是你确实如果你是在技术快速发展的阶段
[01:36:09] 你很难说通过投流的方式去啊去赢得这个战争
[01:36:14] 我觉得是是很难的
[01:36:15] 但他可能更多的是一个辅助的手段
[01:36:17] 只是说你你这个辅助手段
[01:36:19] 跟你的这主要的手段之间
[01:36:20] 他到底什么样的一个配比
[01:36:22] 他可能是需要动态调整的一个关系对吧
[01:36:25] 然后也取决于就是说你你现在的三化的进展
[01:36:28] 或者说你的这个PMF到底有多强
[01:36:31] 就是他可能不同时间点它是有不同的策略
[01:36:34] 就是甚至这个策略也许也许你再过一两年
[01:36:38] 他你发现他又是一个好的策略
[01:36:39] 我觉得也不一定
[01:36:40] 就是我觉得我们是用更open的心态去看这个东西
[01:36:43] 但是可能在每个每个时间点是
[01:36:45] 我觉得最重要的是看哪个是最大的变量吧
[01:36:48] 我觉我觉得这个是一个挺重要的事情
[01:36:50] OK今天最大的变量依然是智能
[01:36:52] 对对
[01:36:53] 就是还是爬山还是爬山
[01:36:55] 哎我我我一直问你各种的情绪
[01:36:57] 你都说唉还好还好还好
[01:36:59] 所以你最近一次不是最近两个词吧
[01:37:01] 如内自嗨是什么情境啊
[01:37:03] 为啥是为什么呀
[01:37:04] 我觉得他不以物喜
[01:37:06] 不以己悲嘛
[01:37:07] 这是这是我对他也很听你说是吧
[01:37:10] 很难做到
[01:37:10] 对对对
[01:37:11] 但就说我觉得这避免一些情绪化的决策哦
[01:37:14] 所以你会情绪化吗
[01:37:16] 呃就就可能多少肯定会因为你是一个人嘛
[01:37:19] 但是就是我是说可能避免一些情绪化的决策
[01:37:22] 最终落实到决策和和执行上
[01:37:25] 还是还是要更理性一点
[01:37:27] 你最大成长是什么呀
[01:37:28] 过几年我觉得是说呃呃认识到一个点
[01:37:32] 就是说问题是不可避免的
[01:37:34] 它会一直存在
[01:37:36] 然后持续解决新问题
[01:37:38] 这最我觉得最重要可能也是最有意思的
[01:37:41] 觉得这个是一个心态上的一个变化
[01:37:44] 对
[01:37:45] 然后他当然他可能会改变你很多做事情的方式
[01:37:47] 对这是一种正面的方式是吧
[01:37:49] 我不知道怎么理解
[01:37:50] 但是可能差不多
[01:37:52] 你今天比一年前更兴奋吗
[01:37:54] 对因为我我我觉得有有两个因素
[01:37:57] 一个是说一方面也更适应这种状态
[01:38:00] 所以他会兴奋值减少
[01:38:02] 但另一方面就是说你发现这AI的进展很快
[01:38:07] 就是你现在能力又提升了
[01:38:09] 所以兴奋值又增加
[01:38:10] 所以我觉得基本上
[01:38:11] 可能维持在一个比较稳定的水平
[01:38:13] 我问你最后几个快问快答
[01:38:16] 一个全球范围内你喜欢的食物
[01:38:18] 食物拉面为什么不好吃
[01:38:24] 一个少有人知道但必须知道的知识点
[01:38:27] 我好像不太擅长回答这种问题
[01:38:30] 谢谢所有读过的书
[01:38:31] 推荐两本必读书哦
[01:38:33] 这个有一本我刚才一直在讲了
[01:38:35] 对
[01:38:36] 就推荐这心目中影响AI进程的几篇论文是什么
[01:38:40] 最重要的最重要的几篇论文嗯
[01:38:45] 最重要的几篇论文就是BACKPROPAGATION
[01:38:50] 然后啊对可能transformer我觉得肯定算嗯对
[01:38:59] 然后可能g p t g p t three对
[01:39:05] 然后当然有一些有一些是building block
[01:39:08] 我觉得也很重要
[01:39:09] 就是就是像比如RESNET
[01:39:11] 我觉得也很重要
[01:39:12] 就是他可能是这个泛化的基础
[01:39:14] 然后ADAM但现在可能还有没有基于当下的认知
[01:39:19] 一个最关键的BT
[01:39:22] 最关键的bad用泛化的agent
[01:39:25] 用用innovation
[01:39:27] 用L4做L3嗯
[01:39:29] 对最近的动物是什么
[01:39:31] 不知道
[01:39:32] 我感觉我我我脑子已经糊了
[01:39:34] 我已经把一年的话都讲了
[01:39:35] 没办法
[01:39:36] 碳基生物的局限性
