[00:00:00] 理想是谁啊
[00:22:08] 才能做出一个像样的
[00:22:09] 能够满足我们需求的语言模型
[00:22:11] 但DPC可以开源
[00:22:13] 对那这个整个的加速了九个月的时间
[00:22:16] 所以给我们带来巨大的收益和帮助
[00:22:18] 真的这是我们受到了那么大的帮助
[00:22:21] 所以我们在想我们能对社会做点什么贡献
[00:22:23] 所以我们就把这个操作系统也开源了
[00:22:26] 没有大家想的那么复杂
[00:22:28] 就完全我自己内心
[00:22:29] 包括谢言的内心就是卧槽
[00:22:32] deep seek给我们带来那么大的帮助
[00:22:34] 我们应该给这社会贡献点什么
[00:22:36] 这是一个几天的决定
[00:22:37] 嗯啧我想想就是很快的一个决定
[00:22:42] 这就是我们在做2024年的
[00:22:44] 然后业务总结会的时候
[00:22:45] 操作系统团队
[00:22:46] 然后讲了一下目前操作系统所有的进展
[00:22:49] 包括我们的能力呀
[00:22:51] 然后我们的性能跟auto赛啊
[00:22:53] 跟Q尼X这些对比
[00:22:54] 第二个
[00:22:55] 然后也包含这个我们对于成本的节省
[00:23:00] 第三个我们对于各种国产芯片的支持
[00:23:02] 我们一听说哎这非常好啊
[00:23:03] 为啥
[00:23:04] 因为这些团队在做工作总结的时候
[00:23:06] 都已经把能力讲的很清楚了
[00:23:08] 就过去时他们并会讲能力
[00:23:10] 对我们又从这些最佳实践方法论上
[00:23:12] 学到了很多东西
[00:23:13] 然后又受益于TIPSK的整个的言和推理
[00:23:15] 模型的开源
[00:23:16] 然后又受益
[00:23:17] 所以呢我觉得我们有这些能力
[00:23:20] 对这些能力又不涉及到安全的问题
[00:23:23] 那既然我们占了那么大的便宜
[00:23:25] 节省了九个月
[00:23:26] 对我就省了大概大几亿的这一个成本
[00:23:29] 那我们能不能也对这个整个行业做些贡献
[00:23:33] 不是让行业就那么卷哦
[00:23:35] 对说白了纯粹是感谢deep seek
[00:23:37] 所以这是一种情怀
[00:23:40] 而不是一个公司战略对吗
[00:23:43] 我就不是公司战略
[00:23:45] 这很有意思啊
[00:23:46] deep sick感觉带来了更多的善良和善意
[00:23:50] 是的是的
[00:23:50] 那你你觉得他们应该接这一波破天流量吗
[00:23:54] 是我想问的问题是
[00:23:55] 就是这波AI产品的护城河是什么呢
[00:23:57] 用户的数据量能带来护城河吗
[00:24:00] 因为DEPC在过年的时候
[00:24:01] 已经拥有了很高的DAU
[00:24:04] 我只我只能讲讲我的理解哈
[00:24:06] 我的理解是他们的卡是有限的
[00:24:09] 如果他们把卡都用来做推理
[00:24:11] 那他们怎么去做训练
[00:24:12] 他们怎么去提升能力
[00:24:14] 呃
[00:24:14] 那我觉得其实今天距离我们想象中的
[00:24:17] 通用人工智能其实很远
[00:24:19] 所以呢我觉得他们只保留了一部分卡
[00:24:22] 来获取一定量的用户
[00:24:24] 因为这些用户的query啊
[00:24:26] 什么对他们是有帮助的对吧
[00:24:27] 然后但是呢太多了也没有什么意义
[00:24:30] 但是留了更多的卡和资源
[00:24:32] 还是继续提升能力
[00:24:33] 哎我觉得这个其实他们看的更远
[00:24:37] 你有没有想过DPC为什么不是你做的
[00:24:39] 嗯我觉得我只能做最好的自己
[00:24:42] 对那它的延长线其实就是从人工智能开始的
[00:24:44] 因为他在浙大其实学的就是人工智能
[00:24:48] 对那是他的演唱戏
[00:24:51] 而本身我也相信
[00:24:53] 其实然后量化交易的公司
[00:24:56] 对于整个的模型的能力
[00:24:59] 然后对模型的理解
[00:25:00] 对于后边的本本身的工程的能力
[00:25:03] 对不会比任何互联网公司差
[00:25:05] 甚至可能还要更强
[00:25:07] 我很好奇啊
[00:25:08] 在就是deep sk全球爆火的时候
[00:25:11] 你这个春节是怎么过的
[00:25:13] 春节过得挺好的呀
[00:25:14] 包括还带着孩子去看哪吒二
[00:25:17] 那其实我印象应该是1月20号
[00:25:21] 然后deep sick r一上线的嘛
[00:25:23] 然后开源呀
[00:25:24] 我们也在研究deep sick
[00:25:26] 很多东西为什么做得好
[00:25:27] 包括整个的训练和推理的效率
[00:25:31] 也包括这些一个MOE模型
[00:25:33] 然后部署上去
[00:25:35] 然后对内存的这个占用的这些挑战对
[00:25:38] 然后也包含
[00:25:39] 其实我们自己已经开始在这个芯片上来写
[00:25:42] 然后FP8的整个的工程的优化了
[00:25:45] 然后因为我们自己有编译团队嘛
[00:25:47] 那比较有意思的一点是
[00:25:50] 我没有上来敢跟模型团队直接聊
[00:25:52] 为啥对
[00:25:53] 然后我先跟谢言聊的聊
[00:25:55] 聊了一下
[00:25:56] 对我说我们本身要做VRAVA
[00:25:59] 一个很重要的计划是到今年的9月份的时候
[00:26:02] 能够做一个非常好的语言模型出来
[00:26:04] 才能再往下去训练VLA是吧
[00:26:08] 但是今天看的话
[00:26:09] 预测的
[00:26:09] 我们到9月份做的模型能力是否比deep sk v
[00:26:12] 三加R1更强
[00:26:14] 我说至少我听到你们说的东西
[00:26:16] 我是不如那个强对
[00:26:18] 而且它开源开得如此的彻底
[00:26:20] 我们是否应该基于它的开源
[00:26:22] 去做我们的这个VA的L的部分
[00:26:25] 并且呢我们基于这个L的部分
[00:26:27] 比如说其实我在然后理想同学用的话
[00:26:29] 可能就是个VL
[00:26:30] 它没有A对吧
[00:26:32] 就把vision和language其实放在一起对吧
[00:26:35] 包括要做成端到端的语音的这样的一个方式
[00:26:38] 对我觉得我们本来应该是9月份以后
[00:26:41] 才能做这些工作
[00:26:42] 我们是否应该站在巨人的肩膀上
[00:26:44] 我就去做了
[00:26:45] 我谢言说肯定应该这么做呀
[00:26:47] 唉然后呢
[00:26:48] 那时候我们比较担心陈伟会怎么想对吧
[00:26:52] 因为这个压力是挺大的
[00:26:54] 我们发现陈伟比我们还坚决对他说
[00:26:57] 这这个会加速我们往下一步的这个工作
[00:27:01] 还是应该以这个为基础
[00:27:03] 然后加速VRA加速端到端的多模态
[00:27:05] 和这样的一个进展
[00:27:07] 然后研究团队也都在
[00:27:09] 然后研究我们如何在芯片上也跑到
[00:27:11] 同样的训练和推理的效率
[00:27:13] 对大家都在同步进行工作
[00:27:15] 所以呢整个然后拥抱deep sick的这个过程
[00:27:20] 比我们想象的就要快
[00:27:21] 所以这是今天
[00:27:22] 其实我们VRA推出的速度
[00:27:24] 也会比原来的预期的要快
[00:27:26] 为什么让陈伟去向CT汇报
[00:27:29] 他的汇报关系改变了
[00:27:30] 这个是在DEPC出来之后的变化对吧对
[00:27:34] 因为这时候我们就意识到一个想一想
[00:27:36] 就是我们然后会有三类不同的重要的业务
[00:27:40] 一个是内部的各种办公什么的对吧
[00:27:42] 他其实比较需要的其实是LANGU位置啊
[00:27:45] 可能是language age加一个agent os的一个方式
[00:27:49] 然后来实现对吧
[00:27:50] 那我觉得这时候然后需要需要有基座对
[00:27:54] 那我觉得另外一方面
[00:27:55] 其实我们是理想同学对
[00:27:57] 无论车机版
[00:27:57] 手机版
[00:27:58] 它需要多模态
[00:27:59] 然后他又能看到物理的世界
[00:28:01] 还有有事时的语音
[00:28:03] 所以他应该是一个端到端的OVL对吧
[00:28:06] 然后如果我们要做自动驾驶对
[00:28:09] 然后我们要做工厂的这些机器人
[00:28:11] 那它其实就应该是一个VRA对吧
[00:28:14] 那我觉得这三个是不同的
[00:28:16] 那就跟其实今天大家可以看到个千万的团队啊
[00:28:19] 或者open at的团队是一样的
[00:28:21] 就是他也会做多模态
[00:28:22] 对他也会做推理
[00:28:23] 然后他也会做基座对吧
[00:28:25] 那我们其实也一样的
[00:28:26] 我们需要有个团队为我们不同的业务
[00:28:30] 其实能够做出适应的这样的一个模型出来
[00:28:34] 你为什么一开始不敢跟模型团队聊啊
[00:28:36] 后来是怎么聊的
[00:28:37] 你开口第一句话是傻
[00:28:39] 因为让大家用别人的开源
[00:28:41] 也需要一个心理很强的一个过程
[00:28:43] 所以很多时候我说服团队也是一样的
[00:28:45] 但发现他们并没那么在意哈
[00:28:47] 我说它的开源程度基本接近于LINUX
[00:28:50] 比那个安卓开放的多对吧
[00:28:52] 那这个安卓也是基于LINUX上其实开发出来的
[00:28:55] 他有了它的对应的组件呀
[00:28:57] 各种API什么的对吧
[00:28:59] 那我其实我们基于这个language开发出来
[00:29:02] 然后语言模型
[00:29:04] 然后加加这个一个agent os给自己工作使用对吧
[00:29:09] 我们做出来这个东西其实变成多模态
[00:29:11] 然后变成其实能调用各种的API的服务
[00:29:14] 我们做这个模型能控制机器人
[00:29:16] 其实很像
[00:29:16] 其实基于LINUX上面又开发出了安卓
[00:29:19] 对或者其实各个专业领域的操作系统非常类似
[00:29:23] 对我觉得这个其实还是希望舒服大家的
[00:29:26] 但其实大家拥抱起来很快嗯
[00:29:29] 所以这是春节后做的第一个决定
[00:29:32] 春节期间就做了决定了
[00:29:33] 是上班之前做的决定了
[00:29:34] 初几啊
[00:29:35] 初几啊
[00:29:36] 跟谁打电话了
[00:29:38] 我觉得这放假的
[00:29:39] 应该是1月底就做出这个决定了
[00:29:41] 对然后我跟夕颜打的最多的电话对
[00:29:46] 然后我们还有一个专门的人工智能的战略小组
[00:29:49] 我们就在里边不停的聊
[00:29:51] 发现大家并不纠结
[00:29:52] 我们家企业的基因
[00:29:53] 还是要为用户推出最好的产品和服务
[00:29:57] 对在春节之后
[00:29:58] 很多人都来问我这个问题啊
[00:29:59] 就说理想还做基座模型吗
[00:30:00] 既然都有deep sea
[00:30:01] 为什么还要做基座模型呢
[00:30:04] 因为我们的业务
[00:30:06] 然后我们的业务意味着
[00:30:08] 其实我们并不是说
[00:30:10] 只是做好语言模型就够了对吧
[00:30:12] 然后我们车上其实要有对话
[00:30:15] 然后要有多模态
[00:30:16] 那这个仍然其实需要我们自己去训练
[00:30:19] 一个根据我们自己需要的
[00:30:21] 然后一个基座模型对
[00:30:23] 然后包括我要去做
[00:30:24] 然后VRA对吧
[00:30:26] 然后因为这个VA里边
[00:30:28] 哪怕然后V和L都和正常的是不一样的啊
[00:30:32] 我需要有
[00:30:33] 然后3D的vision
[00:30:35] 还有高清的
[00:30:36] 2D的vision的
[00:30:37] 然后token也用于训练对吧
[00:30:40] 然后我要必须得涉及到其实更专业的车领域的
[00:30:44] 然后这个语义语料
[00:30:46] 交通语的语义语料好
[00:30:48] 我们面向的用家庭用户的语义语料
[00:30:50] 然后来做训练
[00:30:51] 还有包含
[00:30:52] 其实还有很多时候一个重要的事说
[00:30:54] 大家在做VRA训练的时候
[00:30:56] 是很多时候在做基座的时候说
[00:30:58] 我要把VL要连在一起
[00:31:00] 然后把VR的组合余料放进去
[00:31:02] 那这些无论是open i还是deep seek
[00:31:06] 它都没有没有这样的数据对
[00:31:08] 然后他也没有这样的场景和需求
[00:31:10] 也不去解决这样的问题
[00:31:12] 那只能我自己来做了
[00:31:13] 只是好处是说
[00:31:14] 然后VRA里边的这个LANGU位置对
[00:31:17] 其实然后我可以站在巨人的肩膀上
[00:31:20] 但是呢他只是我其中的一部分
[00:31:22] 所以一方面是拥抱了deep stick
[00:31:24] 另一方面你们把制作模型的团队还拆出去了
[00:31:27] 并且加大了投入是吗
[00:31:29] 加大投入加大加多大
[00:31:32] 我觉得首先训练卡比他们今年的预期
[00:31:36] 我们应该多买了三倍
[00:31:37] 你要训多大的模型呢
[00:31:39] 并不是一个固定的
[00:31:40] 它会有不同的版本
[00:31:42] 比如说我们其实然后给理想同学用的啊
[00:31:45] 会是一个300B的模型
[00:31:48] 就大概是个3000亿的
[00:31:49] 然后一个模型
[00:31:50] 然后我们给然后自动驾驶
[00:31:53] 然后运用的VRA的
[00:31:54] 其实VR的部分
[00:31:55] 然后是个32B的模型
[00:31:57] 对
[00:31:58] 那包含
[00:31:59] 其实我们然后真正工作中用的也会去用那个
[00:32:03] 然后三就300币的3000亿的这个模型
[00:32:06] 就大概现在是这样的两个版本嗯
[00:32:09] 你现在觉得给基座模型打多少分
[00:32:11] 你希望2025年提升到多少
[00:32:13] 我去结果还没呈现呢
[00:32:16] 对这才几月啊
[00:32:18] 这才几月啊
[00:32:19] 对然后我就没有什么
[00:32:21] 我觉得没有什么捷径
[00:32:22] 我觉得还是我认为
[00:32:24] 其实虽然我们借用了一些能力
[00:32:26] 但是你没有办法直接去摘第十个包子
[00:32:30] 就是如果你规则算法都做不好
[00:32:32] 你根本不知道怎么去做端到端
[00:32:34] 就是如果你端到端没有做到一个
[00:32:36] 非常极致的水平
[00:32:38] 你连VRA怎么去训练都不知道
[00:32:39] 嗯嗯那刚才我们说的是基座模型
[00:32:43] 我们接下来聊聊理想同学
[00:32:44] 你现在对于理想同学
[00:32:45] 这个app的定义发生了变化吗
[00:32:47] 因为去年我们AI top的时候
[00:32:49] 是刚好宣布要把理想同学这个up推出来的时候
[00:32:53] 我觉得就deep seek太强了对
[00:32:56] 而且还有一波借助TIPSK能够推流量的
[00:32:59] 像腾讯的元宝这些东西太强了对吧
[00:33:02] 然后他有他有流量
[00:33:04] 因为我对团队讲的说
[00:33:05] 我觉得现阶段不要去做任何推流
[00:33:07] 就不要去做推广
[00:33:09] 不要去做营销
[00:33:10] 哎我觉得现阶段还是然后更重要的其实是锻炼
[00:33:13] 是锻炼能力
[00:33:14] 然后是看是把握用户的需求
[00:33:17] 那其实我们今天是有三个版本
[00:33:19] 叫车机上有理想同学对
[00:33:22] 然后所以它既是一个
[00:33:24] 既是既是一个AI的信息工具
[00:33:27] 也是AI的一个辅助工具
[00:33:29] 那我们在手机上有理想同学APP
[00:33:32] 它今天还是一个纯粹的信息工具
[00:33:34] 对只是这两边的
[00:33:37] 然后其实已经可以连在一起了对啊
[00:33:39] 然后还有我们还会有一个在电脑上
