[00:00:01] 哈喽大家好
[00:26:40] 就我们把产品做到很好的品质
[00:26:43] 很稳对吧
[00:26:44] 然后有一定的溢价
[00:26:45] 但不太多呃
[00:26:47] 扩展到很多品类
[00:26:48] 做了一个这样的公司
[00:26:50] 这也跟我们最开始出生的渠道是一个必然的结果
[00:26:55] 因为亚马逊你在那买东西就知道
[00:26:58] 其实你一定会挑那个心机好的东西去买对吧
[00:27:01] 就说对一个品牌来讲呃
[00:27:03] 当然你有一个选择是说你去刷屏刷单
[00:27:05] 把自己刷到
[00:27:06] 那就不止刷到4.5了
[00:27:08] 你可能就刷到五星去了对吧
[00:27:10] 但安克其实呃我和东平我们一直是一个
[00:27:13] 就我们觉得希望把事情做得长长久久吧
[00:27:16] 不然的话我们还不如回公司去打工哈哈
[00:27:19] 所以要把事情做长久
[00:27:21] 我们就觉得不能做那些就是cut corners
[00:27:24] 就是违规的事情
[00:27:25] 越界的事情
[00:27:26] 所以我们一直不刷屏不刷单
[00:27:28] 当你在不刷屏不刷单的情况
[00:27:31] 你要这个产品能够做到4.5星的话
[00:27:34] 其实你就在倒逼你的产品经理和研发团队
[00:27:37] 把这个产品的品质做到特别好
[00:27:39] 所以你看到安克的产品就是品质很好
[00:27:41] 有一点点溢价
[00:27:43] 这就是前10年的安科嗯
[00:27:45] 这是我们的第一个阶段
[00:27:46] 在这里我有个问题啊
[00:27:48] 因为大家以前说安科的时候
[00:27:49] 都或者说他是一个在中国知名度不高
[00:27:52] 但是在海外的知名度很高的公司
[00:27:53] 这是你主观选择吗
[00:27:55] 这是哪一年做的一个选择
[00:27:56] 这肯定是个主观选择
[00:27:58] 因为我们最开始选择亚马逊这个渠道的时候
[00:28:00] 那么像美国日本对吧
[00:28:03] 欧洲的国家它其实是发展的最好的
[00:28:06] 中国的亚马逊后来应该已经对吧
[00:28:09] 就关掉了对吧
[00:28:10] 所以那当我们今天从这个品从这个渠道长出来的时候
[00:28:15] 其实我们的那些国家就会长得更快一些
[00:28:18] 你没考虑过做中国吗
[00:28:20] 其实我们最早我们很长一段时间一直没有做
[00:28:22] 一直到1819年
[00:28:24] 当时有很多人从海外代购我们的产品回中国的淘宝来卖
[00:28:29] 嗯我们觉得这好像也不应该嗯对吧
[00:28:32] 所以我们在1920年才开始做中国市场
[00:28:35] 对那为什么那么晚
[00:28:37] 很多人可能会觉得你是不是觉得中国市场太卷了
[00:28:40] 所以我不卷了
[00:28:41] 我就做海外
[00:28:42] 我就悄摸摸的做海外
[00:28:43] 其实呢中国的消费升级的确是在1718年之后才开始的
[00:28:48] 因为就很简单
[00:28:50] 那会儿你去淘宝上
[00:28:51] 如果买充电宝
[00:28:53] 可能最早的时候均价可能是三五十块钱后
[00:28:56] 一直到178年之后
[00:28:57] 你看到大家的就对更好的产品的追求才会越来越越来越冒出来
[00:29:03] 然后这个时候一个相对五系的产品在中国才开始会有市场哦
[00:29:09] 所以你们其实做了一个产品
[00:29:10] 定位是一个5G的产品
[00:29:11] 但那时候可能还不match中国市场
[00:29:13] 他第一步match的是欧美日本市场
[00:29:16] 所以可能这这也是一个主观的选择
[00:29:19] 其实这些定位都是事后再去分析归纳总结的时候提出来的
[00:29:24] 那会儿就你就只知道你要把产品做好对吧
[00:29:28] 然后诺亚马逊上你发现一个好的产品
[00:29:30] 其实就是一个五系的产品
[00:29:32] 所以这个就是你说你跟你们长出来的渠道有很大的关系
[00:29:35] 你最早选择是在MAZON开始的
[00:29:37] 诶
[00:29:38] 为什么这个看起来是一个男孩是吗算吗
[00:29:40] 在那个年代为什么是你发现这个商业机会显然没有发现嗯
[00:29:44] 那个点肯定是非常蓝的
[00:29:45] 蓝孩对
[00:29:46] 然后我是一天到晚在亚马逊上买东西
[00:29:50] 因为我是个特别就是懒得去线下店的人
[00:29:54] 所以其实我基本上所有东西都在线上买
[00:29:57] 那我刚去美国读博士的时候
[00:29:59] 当时2003年你基本上就是会去各种各样的网站上买东西
[00:30:04] 但是几年下来之后
[00:30:06] 你就发现你慢慢的基本上只在亚马逊买东西了
[00:30:09] 因为他无论是选择的丰富度
[00:30:12] 价格质量保证
[00:30:14] 还有时效都最好对吧
[00:30:16] 所以然后那你再买一些东西的时候
[00:30:19] 你会发现诶好像你买不到你真的最好的那个选择
[00:30:23] 最想买的东西
[00:30:24] 那后来就自己做了
[00:30:26] 这个是回头看
[00:30:27] 你说我们经过深思熟虑对吧
[00:30:30] 然后有今天的商业的眼界
[00:30:32] 有今天的呃战略的思维
[00:30:35] 然后选择了这个品类
[00:30:37] 那我觉得就今天的认知
[00:30:39] 我大概率不会选择这个品类
[00:30:41] 为啥不喜欢
[00:30:42] 不是其实嗯因为你发现很好玩
[00:30:45] 这世界特别公平的
[00:30:47] 刚刚讲就是我们前面其实也没有经过融资的困难对吧
[00:30:51] 然后过得也很顺
[00:30:52] 那这几年其实我们过得还是挺痛苦的
[00:30:55] 嗯你顺了多少年呃
[00:30:57] 一直到2022年吧
[00:30:58] 我算是顺了11年时间哇
[00:31:01] 哦对啊
[00:31:02] 就是11年也不缺钱
[00:31:04] 然后产品也挺顺的
[00:31:06] 然后也上市了
[00:31:07] 对2020年上市
[00:31:09] 然后一直觉得好像能够嗯开拓和做的更好
[00:31:14] 在你非常顺的那10年里
[00:31:16] 你们怎么选择
[00:31:17] 一个品类或者产品的进还是不进嗯
[00:31:20] 其实我们品类的延伸是蛮自然的
[00:31:23] 就最早的时候做了充电相关的产品对吧
[00:31:26] 然后那你做了充电宝之后
[00:31:28] 你发现大家也缺充电器
[00:31:30] 缺充电线啊
[00:31:31] 所以这一条线哗哗哗做起来
[00:31:33] 然后那在沿着智能手机
[00:31:35] 你发现哦
[00:31:36] 其实大家还缺
[00:31:37] 比如说耳机对吧
[00:31:39] 缺蓝牙的音箱呃
[00:31:41] 当时其实还有保护壳
[00:31:42] 只是那个品类我们做的不太成功对
[00:31:45] 然后再往后到2016年的时候
[00:31:47] 你就发现其实当时大家说就是物联网对吧
[00:31:52] 也就是今天所有的产品都应该带上IOT
[00:31:55] 所以呢很自然的就是你到IOT的这个品类里边嗯
[00:31:58] 有想过做手机
[00:32:02] 做汽车吗
[00:32:03] 我们其实下意识的就觉得那些特别大的品类
[00:32:07] 我们不太应该去碰到
[00:32:09] 2020年我们第一次真的做战略的系统性的思考的时候
[00:32:14] 我们就意识到这种直觉背后其实是有有一个逻辑体系在背后支撑的
[00:32:18] 不过我们叫超级品类和中小品类呃
[00:32:21] 也叫深海和浅海对
[00:32:23] 那么其实把一个行业打开看
[00:32:25] 你会发现里边那个规模特别大的品类
[00:32:29] 我们叫超级品类对吧
[00:32:31] 消费电子里边手机是5000亿美金
[00:32:34] P c200000000000
[00:32:36] 电视1000亿
[00:32:38] 这是123名
[00:32:39] 第四名是平板
[00:32:41] 平板只有600亿美金
[00:32:42] 所以你看从第1000第一名的5000亿到第四名的600亿
[00:32:47] 其实规模已经差了十倍了
[00:32:49] 就是我们说的深海
[00:32:51] 那么浅海今天其实500亿美金以下
[00:32:55] 有你能数出一两百个品类出来
[00:32:58] 对啊
[00:32:58] 就是嗯我们说的今天的对吧
[00:33:02] 就是像充电宝是一个50亿美金的品位
[00:33:05] 充电线51
[00:33:06] 然后跨出来就是说耳机可能是个200亿到300亿
[00:33:10] 然后到今天
[00:33:12] 比如说消费雷的无人机
[00:33:13] 你觉得这是个多大的品位
[00:33:17] 应该也属浅海吧
[00:33:18] 这不是无人机
[00:33:19] 全球的每年销售额大概应该不到50亿美金对
[00:33:23] 所以他其实对我们的定义里面算到是一个浅海
[00:33:27] 很多人关于这个观点是有误解的
[00:33:29] 大家会认为说哦好像浅就代表简单
[00:33:32] 其实我们的钱是代表了它的规模小对
[00:33:36] 因为市场规模决定了这个品类其实它的饱和投入
[00:33:42] 也就是说你要把这个品类的产品做好
[00:33:44] 大概会需要投多少人对
[00:33:46] 然后那在这样的一个就是比较浅
[00:33:50] 就规模比较小的品类里面
[00:33:51] 你发现其实它的饱饱和投入不会太大
[00:33:55] 嗯反过来的话
[00:33:57] 今天你发现无论你做平板
[00:33:59] 做电视
[00:33:59] 做吃呃
[00:34:01] 手机还是坐车对吧
[00:34:03] 那你最起码最起码你都是几千人的团队研发团队啊
[00:34:07] 才能把这个品类做好
[00:34:09] 对其实我们有个比方就是德州扑克的
[00:34:11] 比方就好像哪个品类
[00:34:14] 如果算是一张德州扑克的彩牌桌对吧
[00:34:17] 那所谓的浅海就是他的盲盲注在几百万1注的品类对吧
[00:34:24] 那这样的话就整场游戏打下来
[00:34:26] 你的输赢可能就在几个亿
[00:34:27] 几十个亿的样子
[00:34:29] 这就是我们说的浅海的小
[00:34:31] 就是规模小的品类呃
[00:34:34] 那我们刚刚讲的超级品类
[00:34:35] 就是那种一个盲注可能在五个亿对吧
[00:34:39] 所以你带着50亿上桌打
[00:34:41] 然后可能你打个三局牌
[00:34:45] 五局牌就没有了
[00:34:46] 这种就是我们说的生孩子品味嗯对啊
[00:34:49] 其实你们过去10年最早的10年是根据直觉一直在往前走
[00:34:53] 但是没有复盘过
[00:34:54] 一直站在2020年才开始
[00:34:56] 有一个对于过去阶段性的复盘和总结
[00:34:59] 然后总结出来前海战略对吧对
[00:35:01] 其实前10年这也是我觉得回头看做一个CEO
[00:35:05] 我的没做好的地方
[00:35:08] 就是并没有特别认真的去说
[00:35:10] 系统性的拉着公司的人一起思考
[00:35:12] 说我们到底呃做多少品类对吧
[00:35:16] 然后为什么做这么多品类
[00:35:17] 然后做哪些品类
[00:35:19] 为什么做哪些品类
[00:35:20] 然后更多的就是好像我也也凭着直觉在往前走
[00:35:24] 我们同事们也凭着直觉在往前走
[00:35:26] 站在2020年
[00:35:27] 你觉得安克当时是一个什么样的公司啊
[00:35:29] 回到我们20年达的那个逻辑框架里边
[00:35:32] 就是超级品类
[00:35:34] 有四个消费电子里边对吧
[00:35:36] 然后很多中小品类
[00:35:37] 那你看到20年其实我们大概做了十几个中小品类
[00:35:41] OK然后我们在这些品类里边做的是一个五系
[00:35:45] 应该说在这些品类里边
[00:35:46] 我们有呃相当一部分做的是五系的产品
[00:35:50] 然后极少数当时做的是七系
[00:35:52] 我们的安防在北美当时卖的很贵
[00:35:55] 然后卖的也挺好的
[00:35:56] 所以安防是七系
[00:35:57] 然后呢还有一些品类
[00:35:59] 其实我们本质上是个三系品牌
[00:36:01] 所以其实是做了十几个品类
[00:36:03] 然后以五系为主呃
[00:36:05] 一个品类是七
[00:36:06] 然后还有好几个品类是三
[00:36:08] 所以其实是一个相对发散的公司
[00:36:11] 它并不聚焦
[00:36:12] 并没有特别的清楚自己要到哪里去
[00:36:15] 以及为什么到哪里去
[00:36:16] 嗯是你觉得前10年公司凭着直觉做成这样
[00:36:20] 跟你的性格有什么关系
[00:36:22] 就回到CEO个人上嗯
[00:36:25] 其实还是回到价值创造对吧
[00:36:28] 然后其实前10年还是嗯一方面是比较快乐
[00:36:32] 就觉得其实我们在实际的给客户创造价值
[00:36:35] 但另一方面呢
[00:36:37] 其实呃16年开始
[00:36:38] 因为16年我去湖畔读商学院第二期学院对
[00:36:43] 当时就被问到说哎呃你的品类会不会变成一个千亿品类
[00:36:51] 那我的答案其实很吓人
[00:36:54] 就是我说我的品类比如果仅你看充电宝这个品类的话
[00:36:57] 他不但一定不会变成千亿品类
[00:37:00] 他大概率过几年就死了
[00:37:03] 嗯因为呃那个时候开始就是抽象的看问题
[00:37:07] 你就发现呃消费电子其实是一个产品来得很快
[00:37:12] 去得也很快的行业
[00:37:14] 速生速死
[00:37:15] 你说就比如说你买过mp3对吧
[00:37:18] 然后如果你像我这个年纪的话
[00:37:20] 你大概率还买过磁带机或者CD机这些产品
[00:37:23] 从你开始买它到你不买它了
[00:37:27] 中间的跨度也就10年时间嗯
[00:37:29] 对所以我们当时觉得那充电宝这个东西我们从12年开始买
[00:37:35] 我们当时觉得可能也就10年到15年的生命周期
[00:37:38] 就是到22年或者27年之间
[00:37:41] 他就大家就不会买了
[00:37:43] 所以事后看起来还是有点过滤了
[00:37:46] 就是现在充电宝还没有到那个对吧
[00:37:49] 就是消失消亡的节点
[00:37:51] 但是我们相信充电宝这个品类一定会消失的
[00:37:54] 嗯对所以只让你产生了某种恐惧
[00:37:57] 所以对当你今天就是开始问对吧
[00:38:01] 战略的时候
[00:38:02] 你就会对自己的品牌产生恐惧对
[00:38:04] 然后这样的话其实中间有几年其实就对啊
[00:38:08] 你就会想说
[00:38:08] 那我们怎么能做一些其实是不会消亡的品味
[00:38:12] 嗯有吗
[00:38:13] 刚才真看到过一个品类
[00:38:15] 其实就是电子烟哦对因为其实你会理解就是尼古丁
[00:38:20] 我大我觉得大概率是人类不会消失的需求对吧
[00:38:24] 然后那前面的几百年是通过燃烧来摄入尼古丁
[00:38:28] 那么从燃烧转成用电加热来摄入尼古丁
[00:38:32] 我们觉得这个转变也大概率是会发生的对吧
[00:38:36] 而发生了之后
[00:38:37] 它大概率就不会再变了
[00:38:38] 所以从逻辑上来推演的话
[00:38:40] 你觉得这个品类它长出来稳定之后就应该不会再变了
[00:38:44] 它也不会消失
[00:38:45] 但后来发现这个品类其实是一个强监管的品类
[00:38:48] 它其实真的不太适合
[00:38:50] 就是创业公司去做
[00:38:52] 对
[00:38:52] 就应该说不会消失的品类还是有的
[00:38:54] 比如今天你说空调会消失吗
[00:38:57] 对吧
[00:38:57] 你说洗衣机会消失吗
[00:38:59] 但是这些品类其实长期还是就是或者那个点其实对
